Key,Host_Key,Distrito,Barrio,Tipo_Inmueble,Precio,Min_Nights,Anuncios_Totales_del_Host,Capacidad,Dormitorios,Camas,Baños,Precio/Capacidad
21480031,156012610,Casco_Antiguo,Alfalfa,Inmueble_Completo,79,2,7,4.0,1.0,2.0,1.0,19.75
21483844,15440678,Casco_Antiguo,Alfalfa,Habitacion_Privada,153,2,30,4.0,1.0,2.0,1.0,38.25
21483845,15440678,Casco_Antiguo,Alfalfa,Habitacion_Privada,149,2,30,4.0,1.0,2.0,1.0,37.25
21483847,15440678,Casco_Antiguo,Alfalfa,Habitacion_Privada,178,2,30,6.0,2.0,4.0,2.0,29.666666666666668
21483848,15440678,Casco_Antiguo,Alfalfa,Habitacion_Privada,155,2,30,4.0,1.0,1.0,1.0,38.75
21992523,160584187,Macarena,"Doctor Barraquer, G. Renfe, Policlínico",Inmueble_Completo,88,1,1,2.0,,1.0,1.0,44.0
21483851,15440678,Nervion,San Bernardo,Inmueble_Completo,186,2,30,6.0,2.0,4.0,2.0,31.0
21483852,15440678,Nervion,San Bernardo,Inmueble_Completo,188,2,30,7.0,3.0,6.0,3.0,26.857142857142858
21483853,15440678,Nervion,San Bernardo,Inmueble_Completo,147,2,30,6.0,2.0,4.0,,24.5
21994496,160600330,Casco_Antiguo,Santa Cruz,Inmueble_Completo,86,2,1,4.0,1.0,1.0,1.0,21.5
21497766,110915568,Triana,Triana Casco Antiguo,Inmueble_Completo,116,2,1,4.0,2.0,2.0,1.0,29.0
21994534,160600342,Casco_Antiguo,Santa Cruz,Inmueble_Completo,67,2,1,4.0,1.0,3.0,1.0,16.75
22014330,160753678,Triana,Triana Casco Antiguo,Inmueble_Completo,200,2,1,6.0,3.0,3.0,2.0,33.333333333333336
21508503,156230798,Casco_Antiguo,Alfalfa,Habitacion_Privada,44,1,3,1.0,1.0,1.0,,44.0
22622013,2564339,Casco_Antiguo,"Encarnación, Regina",Inmueble_Completo,134,3,4,4.0,2.0,3.0,2.0,33.5
22623442,3258098,Casco_Antiguo,Arenal,Inmueble_Completo,142,1,20,4.0,1.0,2.0,1.0,35.5
22625713,589600,Casco_Antiguo,San Bartolomé,Inmueble_Completo,126,3,10,6.0,3.0,5.0,2.0,21.0
22627250,4653961,Casco_Antiguo,Santa Catalina,Inmueble_Completo,124,3,27,2.0,1.0,1.0,1.0,62.0
22023138,160822964,Casco_Antiguo,Alfalfa,Inmueble_Completo,77,2,1,2.0,1.0,4.0,,38.5
22650125,4653961,Casco_Antiguo,Santa Catalina,Inmueble_Completo,116,3,27,4.0,1.0,1.0,1.0,29.0
22668250,4653961,Casco_Antiguo,Santa Catalina,Inmueble_Completo,113,3,27,3.0,1.0,1.0,1.0,37.666666666666664
21509149,156230798,Casco_Antiguo,Alfalfa,Habitacion_Privada,123,1,3,,,,,
22672445,166956480,Casco_Antiguo,San Gil,Habitacion_Privada,46,2,1,2.0,1.0,1.0,1.0,23.0
22678263,90286205,Casco_Antiguo,Alfalfa,Inmueble_Completo,371,2,2,8.0,4.0,6.0,2.0,46.375
22703128,4653961,Casco_Antiguo,San Julián,Inmueble_Completo,107,3,27,2.0,1.0,1.0,1.0,53.5
22729287,167759103,Triana,Triana Casco Antiguo,Inmueble_Completo,113,2,3,3.0,2.0,2.0,,37.666666666666664
21550657,9464382,Casco_Antiguo,San Bartolomé,Inmueble_Completo,85,2,10,4.0,2.0,3.0,1.0,21.25
22061939,161143968,Casco_Antiguo,San Vicente,Inmueble_Completo,269,1,1,10.0,5.0,9.0,3.0,26.9
21551147,76632579,Casco_Antiguo,Santa Catalina,Inmueble_Completo,86,2,1,4.0,1.0,2.0,1.0,21.5
21556828,121635201,Triana,Triana Casco Antiguo,Inmueble_Completo,57,2,5,2.0,1.0,1.0,1.0,28.5
22070440,3173171,Casco_Antiguo,"Encarnación, Regina",Inmueble_Completo,97,2,29,4.0,1.0,2.0,1.0,24.25
22093554,89331773,Casco_Antiguo,Santa Cruz,Inmueble_Completo,89,1,34,4.0,1.0,2.0,1.0,22.25
22760147,80817564,Casco_Antiguo,San Bartolomé,Inmueble_Completo,69,2,5,5.0,2.0,5.0,2.0,13.8
22093992,161400136,Casco_Antiguo,Feria,Inmueble_Completo,99,2,8,2.0,,2.0,1.0,49.5
22098525,161406952,Triana,Triana Este,Inmueble_Completo,119,2,1,5.0,1.0,3.0,1.0,23.8
22771409,4653961,Casco_Antiguo,Santa Catalina,Inmueble_Completo,119,3,27,2.0,1.0,1.0,1.0,59.5
22100109,161400136,Casco_Antiguo,Feria,Inmueble_Completo,92,2,8,2.0,,2.0,1.0,46.0
22100305,161400136,Casco_Antiguo,Feria,Inmueble_Completo,92,2,8,2.0,1.0,1.0,1.0,46.0
22100498,161400136,Casco_Antiguo,Feria,Inmueble_Completo,95,2,8,2.0,,2.0,1.0,47.5
22100646,161400136,Casco_Antiguo,Feria,Inmueble_Completo,99,2,8,2.0,,2.0,1.0,49.5
22100799,161400136,Casco_Antiguo,Feria,Inmueble_Completo,92,2,8,2.0,,2.0,1.0,46.0
22788305,168359447,Triana,Triana Este,Inmueble_Completo,77,2,1,6.0,2.0,3.0,1.0,12.833333333333334
21594584,8348583,Triana,Triana Oeste,Inmueble_Completo,79,3,1,3.0,1.0,1.0,1.0,26.333333333333332
22100978,161400136,Casco_Antiguo,Feria,Inmueble_Completo,90,2,8,2.0,,1.0,1.0,45.0
22101110,161400136,Casco_Antiguo,Feria,Inmueble_Completo,95,2,8,2.0,,2.0,1.0,47.5
22113121,126472204,Casco_Antiguo,San Julián,Inmueble_Completo,163,1,8,6.0,4.0,4.0,2.0,27.166666666666668
21606235,10911926,Casco_Antiguo,San Bartolomé,Inmueble_Completo,93,2,1,2.0,1.0,1.0,1.0,46.5
22142567,161709323,Triana,Triana Oeste,Inmueble_Completo,110,1,1,6.0,3.0,4.0,1.0,18.333333333333332
22789283,4653961,Casco_Antiguo,San Julián,Inmueble_Completo,118,3,27,2.0,,1.0,1.0,59.0
22799212,32817878,Casco_Antiguo,San Vicente,Inmueble_Completo,85,1,6,4.0,1.0,1.0,1.0,21.25
22161038,129369306,Macarena,"Begoña, Santa Catalina",Habitacion_Privada,24,2,2,3.0,1.0,2.0,1.0,8.0
21619780,3498128,Triana,Triana Este,Inmueble_Completo,99,2,3,6.0,3.0,4.0,2.0,16.5
21646119,79048365,Casco_Antiguo,Arenal,Inmueble_Completo,81,3,1,2.0,,1.0,1.0,40.5
21652437,150247554,Casco_Antiguo,Santa Cruz,Inmueble_Completo,361,2,36,8.0,3.0,6.0,2.0,45.125
22161971,161872659,Triana,Triana Casco Antiguo,Inmueble_Completo,86,2,1,4.0,1.0,2.0,1.0,21.5
21664984,37788598,Sur,El Porvenir,Inmueble_Completo,150,1,1,2.0,1.0,1.0,1.0,75.0
22803686,168294394,Casco_Antiguo,San Bartolomé,Inmueble_Completo,113,2,1,4.0,1.0,2.0,1.0,28.25
22807923,24794841,Casco_Antiguo,"Encarnación, Regina",Inmueble_Completo,144,2,2,6.0,2.0,3.0,2.0,24.0
22174039,125354363,San_Pablo_Santa_Justa,Las Huertas,Habitacion_Privada,75,1,2,2.0,1.0,1.0,1.0,37.5
22853946,78084279,Cerro_Amate,"Santa Aurelia, Cantábrico, Atlántico, La Romería",Inmueble_Completo,69,2,1,4.0,3.0,3.0,1.0,17.25
21692705,28548828,Casco_Antiguo,Alfalfa,Inmueble_Completo,124,2,1,2.0,1.0,1.0,1.0,62.0
22181725,21556279,Los_Remedios,Los Remedios,Inmueble_Completo,63,2,1,2.0,,1.0,1.0,31.5
21732805,88508906,Casco_Antiguo,San Gil,Inmueble_Completo,98,1,21,6.0,2.0,3.0,1.0,16.333333333333332
22876989,9649853,Triana,Triana Este,Inmueble_Completo,77,30,19,4.0,1.0,3.0,1.0,19.25
22878225,99220542,Casco_Antiguo,Santa Cruz,Inmueble_Completo,110,2,7,2.0,1.0,2.0,1.0,55.0
22209521,123493257,Casco_Antiguo,Museo,Inmueble_Completo,111,1,28,4.0,1.0,1.0,1.0,27.75
22884230,169345175,Triana,Triana Casco Antiguo,Inmueble_Completo,103,2,1,2.0,1.0,1.0,1.0,51.5
21748337,158435206,Casco_Antiguo,Alfalfa,Inmueble_Completo,110,2,1,3.0,2.0,3.0,1.0,36.666666666666664
22210020,162296324,Triana,Triana Casco Antiguo,Inmueble_Completo,201,2,13,4.0,2.0,4.0,,50.25
21760433,49873291,Casco_Antiguo,Feria,Inmueble_Completo,375,2,20,8.0,4.0,4.0,2.0,46.875
21764019,77964085,Casco_Antiguo,Alfalfa,Inmueble_Completo,71,2,1,4.0,1.0,2.0,1.0,17.75
22895783,158098850,San_Pablo_Santa_Justa,San Pablo A y B,Habitacion_Privada,45,2,1,2.0,1.0,1.0,1.0,22.5
22217584,162347770,Los_Remedios,Los Remedios,Habitacion_Privada,33,1,2,2.0,1.0,2.0,1.0,16.5
22271752,162757624,Bellavista_La_Palmera,Bellavista,Habitacion_Privada,74,1,1,2.0,1.0,2.0,1.0,37.0
21793357,158813689,Casco_Antiguo,San Vicente,Inmueble_Completo,67,2,1,2.0,,1.0,1.0,33.5
21796884,9228673,Casco_Antiguo,San Bartolomé,Inmueble_Completo,380,3,20,6.0,3.0,5.0,,63.333333333333336
21797705,9228673,Casco_Antiguo,Santa Cruz,Inmueble_Completo,291,3,20,6.0,3.0,5.0,,48.5
21798259,9228673,Casco_Antiguo,San Bartolomé,Inmueble_Completo,290,3,20,4.0,2.0,4.0,,72.5
21798878,9228673,Casco_Antiguo,San Bartolomé,Inmueble_Completo,171,3,20,2.0,1.0,1.0,,85.5
21799442,9228673,Casco_Antiguo,San Bartolomé,Inmueble_Completo,227,3,20,4.0,2.0,3.0,2.0,56.75
22898308,169483165,Casco_Antiguo,Museo,Habitacion_Privada,34,1,1,2.0,1.0,1.0,1.0,17.0
22903454,169530258,Triana,Triana Casco Antiguo,Inmueble_Completo,111,2,1,6.0,3.0,4.0,1.0,18.5
22923326,91991988,Casco_Antiguo,Santa Catalina,Inmueble_Completo,179,1,1,5.0,3.0,5.0,2.0,35.8
22273811,162347770,Los_Remedios,Los Remedios,Habitacion_Privada,29,1,2,2.0,1.0,1.0,1.0,14.5
22276813,101621412,Casco_Antiguo,San Vicente,Inmueble_Completo,81,2,1,3.0,1.0,2.0,1.0,27.0
22931065,169818669,Casco_Antiguo,San Lorenzo,Inmueble_Completo,65,3,1,2.0,,1.0,1.0,32.5
22277931,46639787,Casco_Antiguo,Santa Cruz,Inmueble_Completo,284,1,9,4.0,,2.0,1.0,71.0
22953601,170042320,Casco_Antiguo,Santa Catalina,Inmueble_Completo,75,2,1,2.0,,1.0,1.0,37.5
21849124,3952052,Casco_Antiguo,Arenal,Inmueble_Completo,89,2,4,4.0,1.0,2.0,1.0,22.25
21850971,138709001,Sur,"Tiro de Línea, Santa Genoveva",Habitacion_Privada,25,2,2,1.0,1.0,1.0,,25.0
21872266,140879544,Triana,Triana Oeste,Habitacion_Privada,31,3,3,2.0,1.0,2.0,1.0,15.5
22287482,46639787,Casco_Antiguo,Santa Cruz,Inmueble_Completo,202,1,9,4.0,1.0,1.0,1.0,50.5
23217264,4653961,Casco_Antiguo,Santa Catalina,Inmueble_Completo,113,3,27,4.0,1.0,1.0,1.0,28.25
22289900,860055,Casco_Antiguo,Arenal,Inmueble_Completo,110,3,23,4.0,1.0,6.0,2.0,27.5
22292896,162933794,Casco_Antiguo,Santa Catalina,Inmueble_Completo,119,2,8,5.0,2.0,4.0,2.0,23.8
22968684,20997848,Casco_Antiguo,San Gil,Inmueble_Completo,73,3,1,4.0,1.0,1.0,1.0,18.25
23219537,172708476,Este_Alcosa_Torreblanca,"Colores, Entreparques",Habitacion_Privada,50,1,5,3.0,2.0,2.0,,16.666666666666668
22303165,42789582,Triana,Triana Oeste,Inmueble_Completo,80,2,2,4.0,1.0,1.0,1.0,20.0
22303230,162933794,Casco_Antiguo,Santa Catalina,Inmueble_Completo,109,2,8,5.0,2.0,4.0,2.0,21.8
22976996,4653961,Casco_Antiguo,Santa Catalina,Inmueble_Completo,111,3,27,2.0,1.0,2.0,1.0,55.5
22304436,162933794,Casco_Antiguo,Santa Catalina,Inmueble_Completo,111,2,8,4.0,2.0,3.0,2.0,27.75
22306107,162933794,Casco_Antiguo,Santa Catalina,Inmueble_Completo,107,2,8,4.0,2.0,3.0,2.0,26.75
23225824,116668864,Triana,Triana Casco Antiguo,Habitacion_Privada,40,1,4,2.0,1.0,1.0,1.0,20.0
23226061,116668864,Triana,Triana Casco Antiguo,Habitacion_Privada,38,1,4,2.0,1.0,1.0,1.0,19.0
23226140,116668864,Triana,Triana Casco Antiguo,Habitacion_Privada,43,1,4,2.0,1.0,1.0,1.0,21.5
22324779,163212301,Macarena,El Carmen,Inmueble_Completo,142,2,1,6.0,2.0,2.0,2.0,23.666666666666668
23002923,36027989,Casco_Antiguo,San Gil,Inmueble_Completo,111,1,1,5.0,2.0,3.0,2.0,22.2
22341949,162933794,Casco_Antiguo,Santa Catalina,Inmueble_Completo,117,2,8,5.0,2.0,4.0,2.0,23.4
22362623,162933794,Casco_Antiguo,San Bartolomé,Inmueble_Completo,140,2,8,6.0,3.0,5.0,2.0,23.333333333333332
23009186,4813585,Casco_Antiguo,San Gil,Inmueble_Completo,156,2,23,7.0,3.0,5.0,2.0,22.285714285714285
23228009,172808325,Los_Remedios,Los Remedios,Inmueble_Completo,200,2,1,10.0,3.0,10.0,2.0,20.0
22365649,81856384,Casco_Antiguo,San Bartolomé,Inmueble_Completo,156,3,7,6.0,3.0,5.0,2.0,26.0
23228323,75241210,Casco_Antiguo,San Gil,Inmueble_Completo,83,2,1,4.0,2.0,3.0,1.0,20.75
22381544,2955713,Casco_Antiguo,Feria,Inmueble_Completo,139,3,3,4.0,2.0,2.0,1.0,34.75
23051175,82605187,Casco_Antiguo,Alfalfa,Inmueble_Completo,129,1,9,4.0,1.0,2.0,1.0,32.25
22408188,162933794,Casco_Antiguo,Santa Catalina,Inmueble_Completo,117,1,8,5.0,2.0,4.0,2.0,23.4
23051177,82605187,Casco_Antiguo,Arenal,Inmueble_Completo,147,1,9,4.0,2.0,3.0,1.0,36.75
23051178,82605187,Casco_Antiguo,Arenal,Inmueble_Completo,136,1,9,4.0,1.0,2.0,1.0,34.0
23051179,82605187,Casco_Antiguo,Alfalfa,Inmueble_Completo,160,1,9,4.0,2.0,3.0,1.0,40.0
23232234,860055,Casco_Antiguo,San Bartolomé,Inmueble_Completo,174,3,23,6.0,3.0,6.0,3.0,29.0
22419936,156053610,Casco_Antiguo,San Lorenzo,Inmueble_Completo,117,2,1,4.0,2.0,3.0,1.0,29.25
23243892,172708476,Este_Alcosa_Torreblanca,"Colores, Entreparques",Habitacion_Privada,45,1,5,2.0,1.0,2.0,,22.5
23051184,82605187,Casco_Antiguo,Arenal,Inmueble_Completo,190,1,9,4.0,2.0,3.0,1.0,47.5
23070979,171280773,Casco_Antiguo,Museo,Inmueble_Completo,130,2,1,4.0,1.0,1.0,1.0,32.5
22420660,162933794,Casco_Antiguo,Santa Catalina,Inmueble_Completo,127,2,8,4.0,2.0,3.0,2.0,31.75
22425552,14958822,Casco_Antiguo,Alfalfa,Inmueble_Completo,339,2,135,6.0,3.0,5.0,,56.5
23248607,45612253,Casco_Antiguo,Arenal,Inmueble_Completo,86,2,8,4.0,2.0,3.0,1.0,21.5
22432641,164303953,Casco_Antiguo,Alfalfa,Inmueble_Completo,170,2,1,6.0,2.0,3.0,2.0,28.333333333333332
22448067,164470231,Casco_Antiguo,Santa Cruz,Inmueble_Completo,141,1,4,3.0,1.0,2.0,,47.0
23252708,129369306,Macarena,Pio XII,Habitacion_Privada,22,2,2,2.0,1.0,1.0,1.0,11.0
23081180,15546816,Casco_Antiguo,San Gil,Inmueble_Completo,71,2,2,3.0,1.0,2.0,1.0,23.666666666666668
22453177,5031594,Casco_Antiguo,San Lorenzo,Inmueble_Completo,119,4,1,4.0,2.0,1.0,2.0,29.75
23265225,168297702,Sur,El Porvenir,Habitacion_Privada,51,1,16,3.0,1.0,2.0,1.0,17.0
23270493,7927432,Casco_Antiguo,Feria,Inmueble_Completo,120,3,3,4.0,2.0,2.0,1.0,30.0
23271304,168297702,Sur,El Porvenir,Habitacion_Privada,50,1,16,4.0,1.0,5.0,1.0,12.5
22458374,14958822,Casco_Antiguo,San Bartolomé,Inmueble_Completo,98,1,135,4.0,1.0,3.0,1.0,24.5
23100287,29666898,Casco_Antiguo,San Vicente,Habitacion_Privada,45,2,1,2.0,1.0,1.0,1.0,22.5
22461055,3173171,Casco_Antiguo,"Encarnación, Regina",Inmueble_Completo,118,2,29,4.0,2.0,3.0,1.0,29.5
23101940,2540244,Triana,Triana Oeste,Habitacion_Privada,48,1,2,2.0,1.0,2.0,1.0,24.0
23103355,4653961,Casco_Antiguo,Santa Catalina,Inmueble_Completo,125,3,27,4.0,1.0,1.0,1.0,31.25
23103472,171633439,Casco_Antiguo,San Bartolomé,Inmueble_Completo,69,2,1,2.0,,1.0,1.0,34.5
22482620,7927432,Casco_Antiguo,Feria,Habitacion_Privada,41,2,3,1.0,1.0,1.0,1.0,41.0
22495701,102963141,Casco_Antiguo,Alfalfa,Inmueble_Completo,74,2,4,4.0,1.0,3.0,1.0,18.5
23272452,15589434,Triana,Triana Casco Antiguo,Inmueble_Completo,403,2,3,15.0,5.0,11.0,,26.866666666666667
23118272,171782248,Casco_Antiguo,Arenal,Inmueble_Completo,137,2,1,4.0,2.0,3.0,1.0,34.25
22526855,165402689,Casco_Antiguo,San Bartolomé,Inmueble_Completo,108,1,2,4.0,2.0,3.0,1.0,27.0
23120468,171800364,Casco_Antiguo,Alfalfa,Inmueble_Completo,173,2,1,5.0,2.0,3.0,1.0,34.6
23122149,171815387,Casco_Antiguo,San Bartolomé,Habitacion_Privada,85,3,3,2.0,1.0,2.0,,42.5
23272687,173234619,Casco_Antiguo,Museo,Inmueble_Completo,162,2,1,6.0,3.0,6.0,2.0,27.0
23275049,15440678,Casco_Antiguo,Arenal,Inmueble_Completo,110,2,30,8.0,3.0,6.0,,13.75
22532020,88245145,Nervion,San Bernardo,Inmueble_Completo,78,2,5,4.0,1.0,3.0,1.0,19.5
22566020,4653961,Casco_Antiguo,Santa Catalina,Inmueble_Completo,173,3,27,4.0,2.0,3.0,1.0,43.25
23278697,14958822,Casco_Antiguo,Alfalfa,Inmueble_Completo,189,2,135,4.0,1.0,2.0,1.0,47.25
22578295,161442935,Casco_Antiguo,Alfalfa,Inmueble_Completo,57,2,2,3.0,1.0,2.0,1.0,19.0
23280890,168297702,Sur,Huerta de la Salud,Habitacion_Privada,50,1,16,4.0,1.0,4.0,1.0,12.5
23139722,121550392,Casco_Antiguo,San Bartolomé,Inmueble_Completo,69,2,4,4.0,1.0,1.0,1.0,17.25
23140021,23559250,Casco_Antiguo,Arenal,Inmueble_Completo,249,2,19,4.0,2.0,3.0,2.0,62.25
22598927,4653961,Casco_Antiguo,Santa Catalina,Inmueble_Completo,123,3,27,2.0,1.0,2.0,1.0,61.5
23285223,54707660,Casco_Antiguo,Santa Cruz,Inmueble_Completo,154,1,29,2.0,1.0,1.0,1.0,77.0
22605480,32001692,Casco_Antiguo,San Gil,Inmueble_Completo,93,4,2,4.0,1.0,3.0,1.0,23.25
23290452,173390436,Casco_Antiguo,Alfalfa,Inmueble_Completo,65,2,1,4.0,1.0,2.0,1.0,16.25
22611652,4653961,Casco_Antiguo,Santa Catalina,Inmueble_Completo,118,3,27,4.0,1.0,1.0,1.0,29.5
23297667,162296324,Triana,Triana Casco Antiguo,Inmueble_Completo,160,2,13,2.0,1.0,1.0,,80.0
23140111,171973976,Norte,San Jerónimo,Habitacion_Privada,29,2,2,2.0,1.0,1.0,1.0,14.5
22615748,159455813,Casco_Antiguo,San Vicente,Inmueble_Completo,94,2,3,4.0,1.0,2.0,1.0,23.5
23140171,171973976,Norte,San Jerónimo,Habitacion_Privada,29,2,2,2.0,1.0,1.0,,14.5
22615903,159455813,Casco_Antiguo,San Lorenzo,Inmueble_Completo,108,2,3,4.0,1.0,1.0,1.0,27.0
23302042,161320888,Casco_Antiguo,Feria,Inmueble_Completo,72,2,1,4.0,1.0,1.0,2.0,18.0
23608161,6588832,Casco_Antiguo,"Encarnación, Regina",Inmueble_Completo,142,2,26,5.0,2.0,2.0,2.0,28.4
23319795,173656355,Casco_Antiguo,Santa Cruz,Inmueble_Completo,115,2,8,2.0,1.0,1.0,1.0,57.5
23141586,23559250,Casco_Antiguo,Arenal,Inmueble_Completo,228,2,19,4.0,2.0,3.0,2.0,57.0
23161781,89331773,Casco_Antiguo,San Vicente,Inmueble_Completo,139,1,34,4.0,2.0,3.0,2.0,34.75
23609353,38386101,Casco_Antiguo,Feria,Inmueble_Completo,108,2,1,4.0,2.0,3.0,1.0,27.0
23167081,168297702,Sur,El Porvenir,Habitacion_Privada,60,1,16,4.0,1.0,3.0,1.0,15.0
23175590,47209035,Nervion,La Buhaira,Habitacion_Privada,29,6,1,1.0,1.0,2.0,1.0,29.0
23334247,104080643,Casco_Antiguo,Santa Cruz,Inmueble_Completo,137,2,6,2.0,1.0,1.0,1.0,68.5
23609966,32266444,Casco_Antiguo,Museo,Inmueble_Completo,82,2,1,4.0,1.0,2.0,1.0,20.5
23340020,173856414,Casco_Antiguo,"Encarnación, Regina",Inmueble_Completo,135,3,1,5.0,3.0,3.0,1.0,27.0
23178520,172318744,Casco_Antiguo,Santa Catalina,Inmueble_Completo,72,2,1,4.0,2.0,2.0,1.0,18.0
23610661,176606698,Nervion,La Florida,Habitacion_Privada,34,2,3,2.0,1.0,1.0,1.0,17.0
23188585,168297702,Sur,El Porvenir,Habitacion_Privada,55,1,16,2.0,1.0,2.0,1.0,27.5
23619061,123405149,Casco_Antiguo,San Bartolomé,Inmueble_Completo,80,5,2,4.0,1.0,2.0,1.0,20.0
23621991,176738588,Triana,Triana Casco Antiguo,Inmueble_Completo,126,2,2,5.0,2.0,3.0,,25.2
23354876,101843412,Triana,Triana Este,Inmueble_Completo,166,2,1,4.0,1.0,1.0,1.0,41.5
23193801,168297702,Sur,Huerta de la Salud,Habitacion_Privada,50,1,16,2.0,1.0,1.0,1.0,25.0
23195318,168297702,Sur,El Porvenir,Habitacion_Privada,70,1,16,5.0,1.0,3.0,1.0,14.0
23195625,168297702,Sur,El Porvenir,Habitacion_Privada,50,1,16,4.0,1.0,4.0,1.0,12.5
23628190,62274165,Macarena,"Hermandades, La Carrasca",Habitacion_Privada,108,2,3,2.0,1.0,1.0,1.0,54.0
23211074,81886059,Casco_Antiguo,San Bartolomé,Inmueble_Completo,106,3,3,4.0,1.0,2.0,1.0,26.5
23356696,174043609,Macarena,El Carmen,Habitacion_Privada,35,2,1,2.0,1.0,1.0,1.0,17.5
23629923,62274165,Macarena,"Begoña, Santa Catalina",Inmueble_Completo,183,2,3,5.0,2.0,4.0,1.0,36.6
23357596,104080643,Casco_Antiguo,Santa Cruz,Inmueble_Completo,241,2,6,5.0,2.0,4.0,2.0,48.2
23216207,172673007,Casco_Antiguo,Arenal,Inmueble_Completo,85,2,3,5.0,2.0,4.0,1.0,17.0
23918794,179785468,Casco_Antiguo,San Bartolomé,Inmueble_Completo,60,2,7,2.0,1.0,1.0,1.0,30.0
23630653,37869806,Casco_Antiguo,San Vicente,Inmueble_Completo,71,2,1,4.0,1.0,3.0,1.0,17.75
23921421,123493257,Casco_Antiguo,"Encarnación, Regina",Inmueble_Completo,110,1,28,4.0,1.0,1.0,1.0,27.5
23364190,162296324,Triana,Triana Casco Antiguo,Inmueble_Completo,79,2,13,4.0,1.0,1.0,1.0,19.75
23364210,162296324,Triana,Triana Casco Antiguo,Inmueble_Completo,113,2,13,,,,,
23639186,55117083,Casco_Antiguo,"Encarnación, Regina",Inmueble_Completo,120,2,10,8.0,3.0,5.0,2.0,15.0
23921441,179801034,Casco_Antiguo,San Vicente,Inmueble_Completo,72,2,12,5.0,2.0,4.0,1.0,14.4
23923581,41368992,Casco_Antiguo,Arenal,Inmueble_Completo,86,2,4,4.0,1.0,2.0,1.0,21.5
23663891,81856384,Triana,Triana Este,Inmueble_Completo,109,3,7,4.0,2.0,3.0,1.0,27.25
23934155,132607214,Nervion,San Bernardo,Inmueble_Completo,155,2,3,4.0,2.0,3.0,1.0,38.75
23364249,162296324,Triana,Triana Casco Antiguo,Inmueble_Completo,144,2,13,,,,,
23675425,153263488,Casco_Antiguo,San Bartolomé,Inmueble_Completo,151,2,3,6.0,3.0,4.0,2.0,25.166666666666668
23934411,14958822,Casco_Antiguo,Santa Cruz,Inmueble_Completo,188,2,135,4.0,1.0,3.0,2.0,47.0
23676128,4813585,Casco_Antiguo,Feria,Inmueble_Completo,104,2,23,4.0,1.0,2.0,1.0,26.0
23935394,179801034,Casco_Antiguo,San Vicente,Inmueble_Completo,127,2,12,6.0,2.0,5.0,1.0,21.166666666666668
23364279,162296324,Triana,Triana Casco Antiguo,Inmueble_Completo,117,2,13,4.0,1.0,2.0,1.0,29.25
23676833,177307608,Casco_Antiguo,Arenal,Inmueble_Completo,86,2,1,3.0,1.0,1.0,1.0,28.666666666666668
23364296,162296324,Triana,Triana Casco Antiguo,Inmueble_Completo,195,2,13,6.0,2.0,4.0,,32.5
23364317,162296324,Triana,Triana Casco Antiguo,Inmueble_Completo,181,2,13,8.0,4.0,8.0,2.0,22.625
23364332,162296324,Triana,Triana Casco Antiguo,Inmueble_Completo,94,2,13,4.0,1.0,1.0,,23.5
23942964,9535460,Casco_Antiguo,Arenal,Inmueble_Completo,204,3,2,4.0,2.0,3.0,2.0,51.0
23678885,177325520,Nervion,La Buhaira,Habitacion_Privada,47,2,3,2.0,1.0,2.0,1.0,23.5
23951695,180097364,Casco_Antiguo,San Bartolomé,Inmueble_Completo,264,2,1,6.0,3.0,6.0,2.0,44.0
23953180,131415864,Casco_Antiguo,Alfalfa,Habitacion_Privada,110,2,7,2.0,1.0,1.0,,55.0
23364345,162296324,Triana,Triana Casco Antiguo,Inmueble_Completo,132,2,13,,,,,
23679632,177332800,Nervion,an Roque,Inmueble_Completo,58,2,1,,,,,
23365692,150247554,Casco_Antiguo,Santa Cruz,Inmueble_Completo,251,1,36,5.0,2.0,5.0,2.0,50.2
23959026,14958822,Casco_Antiguo,Museo,Inmueble_Completo,148,2,135,5.0,2.0,4.0,1.0,29.6
23959065,4790497,Casco_Antiguo,"Encarnación, Regina",Inmueble_Completo,147,3,33,6.0,3.0,4.0,2.0,24.5
23682220,51048225,Triana,Triana Este,Inmueble_Completo,101,2,105,5.0,2.0,4.0,2.0,20.2
23967999,179177249,Norte,La Bachillera,Inmueble_Completo,80,1,1,4.0,2.0,4.0,2.0,20.0
23690652,14958822,Casco_Antiguo,Museo,Inmueble_Completo,91,2,135,4.0,1.0,2.0,1.0,22.75
23969899,70010869,Casco_Antiguo,Feria,Inmueble_Completo,75,2,5,4.0,1.0,2.0,1.0,18.75
23970555,70010869,Casco_Antiguo,Feria,Inmueble_Completo,75,2,5,4.0,1.0,2.0,1.0,18.75
23369548,174177597,Nervion,an Roque,Inmueble_Completo,231,4,1,8.0,4.0,5.0,2.0,28.875
23370199,56838814,Triana,Triana Casco Antiguo,Inmueble_Completo,139,1,30,4.0,2.0,3.0,2.0,34.75
23692916,56238877,Casco_Antiguo,San Vicente,Inmueble_Completo,92,2,16,4.0,2.0,3.0,2.0,23.0
23970822,179785468,Casco_Antiguo,San Bartolomé,Inmueble_Completo,60,2,7,2.0,1.0,1.0,1.0,30.0
23970868,180278103,Casco_Antiguo,Feria,Inmueble_Completo,106,2,1,4.0,1.0,2.0,1.0,26.5
23972728,9649853,Triana,Triana Casco Antiguo,Inmueble_Completo,96,5,19,6.0,2.0,4.0,1.0,16.0
