Key,Fecha_Encuentro,Host_Key,Tipo_Inmueble,Dormitorios,Capacidad,Min_Nights,Precio,Distrito,Barrio,Precio/Capacidad
5768790,2017-08-14,15761890,Habitacion_Privada,1.0,1.0,1.0,16.0,Los_Remedios,Los_Remedios,16.0
12024807,2018-05-25,64344030,Habitacion_Privada,1.0,2.0,2.0,30.0,Los_Remedios,Los_Remedios,15.0
6634544,2017-08-14,31073196,Habitacion_Privada,1.0,2.0,1.0,19.0,Los_Remedios,Los_Remedios,9.5
13404131,2017-08-14,76303489,Inmueble_Completo,3.0,5.0,2.0,60.0,Los_Remedios,Los_Remedios,12.0
12024840,2018-05-25,64344030,Habitacion_Privada,1.0,2.0,1.0,30.0,Los_Remedios,Los_Remedios,15.0
11027871,2017-08-14,6412980,Habitacion_Privada,1.0,1.0,1.0,17.0,Los_Remedios,Los_Remedios,17.0
22650765,2018-05-25,166810931,Inmueble_Completo,4.0,5.0,2.0,48.0,Los_Remedios,Los_Remedios,9.6
19889320,2017-08-14,11674107,Habitacion_Privada,1.0,1.0,1.0,15.0,Los_Remedios,Los_Remedios,15.0
12116277,2017-08-14,40450742,Inmueble_Completo,1.0,4.0,2.0,95.0,Los_Remedios,Los_Remedios,23.75
13114766,2017-08-14,68522533,Inmueble_Completo,3.0,7.0,2.0,70.0,Los_Remedios,Los_Remedios,10.0
18578057,2017-08-14,128986286,Habitacion_Privada,2.0,1.0,1.0,30.0,Macarena,El_Rocio,30.0
7497049,2017-08-14,39266264,Inmueble_Completo,4.0,8.0,1.0,70.0,Macarena,El_Rocio,8.75
13390473,2017-08-14,47249005,Inmueble_Completo,2.0,6.0,1.0,75.0,Macarena,El_Rocio,12.5
10805041,2017-08-14,55929382,Inmueble_Completo,3.0,5.0,2.0,62.0,Macarena,El_Rocio,12.4
17554546,2017-08-14,119130051,Inmueble_Completo,2.0,3.0,2.0,39.0,Macarena,Macarena_3_Huertas_Macarena_5,13.0
12182830,2017-08-14,49274905,Inmueble_Completo,3.0,5.0,1.0,50.0,Macarena,Macarena_3_Huertas_Macarena_5,10.0
17219843,2017-08-14,59933024,Habitacion_Privada,0.0,2.0,1.0,41.0,Macarena,Macarena_3_Huertas_Macarena_5,20.5
17790125,2017-08-14,121526526,Habitacion_Privada,1.0,3.0,1.0,20.0,Macarena,Macarena_3_Huertas_Macarena_5,6.666666666666667
20424132,2017-08-14,145698712,Habitacion_Privada,1.0,2.0,1.0,15.0,Macarena,Macarena_3_Huertas_Macarena_5,7.5
7702981,2017-08-14,13085705,Habitacion_Privada,1.0,1.0,3.0,28.0,Macarena,Cruz_Roja_Capuchinos,28.0
18104153,2017-08-14,121456995,Habitacion_Privada,1.0,1.0,1.0,26.0,Macarena,Cruz_Roja_Capuchinos,26.0
17784040,2017-08-14,121456995,Habitacion_Privada,1.0,2.0,1.0,42.0,Macarena,Cruz_Roja_Capuchinos,21.0
22967100,2018-05-05,9734162,Inmueble_Completo,2.0,2.0,2.0,46.0,Macarena,Cruz_Roja_Capuchinos,23.0
23786310,2018-05-26,25742230,Inmueble_Completo,4.0,8.0,2.0,242.0,Macarena,Cruz_Roja_Capuchinos,30.25
12831444,2018-05-26,10592009,Habitacion_Compartida,0.0,3.0,1.0,36.0,Macarena,Cruz_Roja_Capuchinos,12.0
17978663,2017-08-14,54372608,Inmueble_Completo,1.0,3.0,1.0,45.0,Macarena,Cruz_Roja_Capuchinos,15.0
5591633,2017-08-14,124145,Inmueble_Completo,2.0,4.0,3.0,45.0,Macarena,Cruz_Roja_Capuchinos,11.25
18075993,2017-08-14,4063488,Inmueble_Completo,2.0,5.0,1.0,98.0,Macarena,Cruz_Roja_Capuchinos,19.6
17569309,2017-08-14,119291450,Inmueble_Completo,1.0,2.0,3.0,43.0,Macarena,Cruz_Roja_Capuchinos,21.5
4246029,2017-08-14,22034900,Inmueble_Completo,1.0,2.0,3.0,54.0,Macarena,Cruz_Roja_Capuchinos,27.0
17249726,2017-08-14,116206511,Habitacion_Privada,1.0,2.0,1.0,20.0,Macarena,Cruz_Roja_Capuchinos,10.0
888221,2017-08-14,4707941,Inmueble_Completo,0.0,6.0,2.0,139.0,Macarena,Cruz_Roja_Capuchinos,23.166666666666668
5808961,2017-08-14,124145,Habitacion_Privada,0.0,1.0,2.0,27.0,Macarena,Cruz_Roja_Capuchinos,27.0
6700862,2017-08-14,13959311,Inmueble_Completo,3.0,4.0,3.0,84.0,Macarena,Cruz_Roja_Capuchinos,21.0
24966599,2018-05-26,103914429,Habitacion_Privada,1.0,2.0,1.0,27.0,Macarena,Cruz_Roja_Capuchinos,13.5
4695731,2017-08-14,16195985,Inmueble_Completo,0.0,3.0,2.0,79.0,Macarena,Cruz_Roja_Capuchinos,26.333333333333332
12947994,2017-08-14,71113495,Habitacion_Privada,1.0,1.0,1.0,25.0,Macarena,Cruz_Roja_Capuchinos,25.0
11357919,2017-08-14,57234087,Habitacion_Privada,1.0,2.0,1.0,22.0,Macarena,Cruz_Roja_Capuchinos,11.0
11175105,2017-08-14,58062712,Inmueble_Completo,2.0,4.0,5.0,59.0,Macarena,Cruz_Roja_Capuchinos,14.75
10249583,2017-08-14,52683512,Inmueble_Completo,2.0,5.0,2.0,50.0,Macarena,Cruz_Roja_Capuchinos,10.0
10855449,2017-08-14,20722954,Inmueble_Completo,1.0,4.0,1.0,58.0,Macarena,Cruz_Roja_Capuchinos,14.5
24365510,2018-05-05,183873894,Habitacion_Privada,0.0,2.0,1.0,25.0,Macarena,Cruz_Roja_Capuchinos,12.5
21224631,2018-05-25,127348656,Inmueble_Completo,2.0,4.0,2.0,72.0,Macarena,El_Carmen,18.0
23757063,2018-05-05,46828334,Inmueble_Completo,2.0,3.0,2.0,41.0,Macarena,El_Carmen,13.666666666666666
18004122,2017-08-14,123751632,Inmueble_Completo,3.0,5.0,2.0,150.0,Macarena,El_Carmen,30.0
22182459,2018-05-25,161981359,Habitacion_Privada,0.0,2.0,1.0,31.0,Macarena,El_Carmen,15.5
17891491,2017-08-14,13553416,Habitacion_Privada,1.0,2.0,2.0,40.0,Macarena,Leon_Xiii_Los_Naranjos,20.0
18026990,2017-08-14,55400488,Habitacion_Privada,1.0,1.0,1.0,17.0,Macarena,Leon_Xiii_Los_Naranjos,17.0
18129151,2017-08-29,55400488,Habitacion_Privada,1.0,1.0,1.0,17.0,Macarena,Leon_Xiii_Los_Naranjos,17.0
11728003,2017-08-14,11088587,Inmueble_Completo,2.0,5.0,1.0,110.0,Macarena,Leon_Xiii_Los_Naranjos,22.0
24373406,2018-05-25,53452613,Habitacion_Privada,2.0,3.0,1.0,48.0,Macarena,Leon_Xiii_Los_Naranjos,16.0
13715274,2017-08-14,33122342,Habitacion_Privada,1.0,2.0,2.0,35.0,Macarena,Leon_Xiii_Los_Naranjos,17.5
17673971,2017-08-14,112643042,Habitacion_Privada,1.0,2.0,1.0,75.0,Macarena,Leon_Xiii_Los_Naranjos,37.5
5937814,2017-08-14,30827649,Inmueble_Completo,1.0,2.0,2.0,45.0,Macarena,Leon_Xiii_Los_Naranjos,22.5
2300229,2017-08-14,4699154,Inmueble_Completo,0.0,4.0,3.0,89.0,Macarena,Leon_Xiii_Los_Naranjos,22.25
10956697,2017-08-14,38769531,Inmueble_Completo,2.0,4.0,2.0,89.0,Macarena,Leon_Xiii_Los_Naranjos,22.25
14528319,2017-08-14,46765992,Habitacion_Privada,1.0,3.0,2.0,22.0,Macarena,Leon_Xiii_Los_Naranjos,7.333333333333333
6313297,2018-05-25,32842462,Inmueble_Completo,0.0,5.0,2.0,60.0,Macarena,Leon_Xiii_Los_Naranjos,12.0
21290931,2018-05-25,37173748,Habitacion_Privada,1.0,2.0,2.0,42.0,Macarena,Leon_Xiii_Los_Naranjos,21.0
3739162,2017-08-14,19115393,Habitacion_Privada,1.0,1.0,3.0,15.0,Macarena,Leon_Xiii_Los_Naranjos,15.0
23645436,2018-05-25,6113339,Inmueble_Completo,0.0,2.0,3.0,83.0,Macarena,Leon_Xiii_Los_Naranjos,41.5
8731669,2017-08-14,40301034,Habitacion_Privada,0.0,1.0,3.0,24.0,Macarena,Leon_Xiii_Los_Naranjos,24.0
2600867,2017-08-14,6844541,Inmueble_Completo,1.0,2.0,2.0,44.0,Macarena,Leon_Xiii_Los_Naranjos,22.0
23697089,2018-05-25,126472204,Inmueble_Completo,2.0,3.0,1.0,72.0,Macarena,Leon_Xiii_Los_Naranjos,24.0
3739160,2017-08-14,19115393,Habitacion_Privada,1.0,1.0,3.0,18.0,Macarena,Leon_Xiii_Los_Naranjos,18.0
16984654,2017-08-14,113703013,Habitacion_Privada,1.0,2.0,1.0,24.0,Macarena,Leon_Xiii_Los_Naranjos,12.0
2295236,2017-08-14,5127304,Habitacion_Privada,1.0,2.0,1.0,25.0,Macarena,Leon_Xiii_Los_Naranjos,12.5
20451182,2017-08-15,145698712,Habitacion_Privada,1.0,2.0,2.0,18.0,Macarena,La_Palmilla_Doctor_Maranon,9.0
18121733,2017-08-14,121526526,Habitacion_Privada,1.0,1.0,1.0,18.0,Macarena,La_Palmilla_Doctor_Maranon,18.0
23783742,2018-05-25,178447345,Inmueble_Completo,2.0,4.0,1.0,48.0,Macarena,La_Palmilla_Doctor_Maranon,12.0
14298705,2017-08-14,67479902,Inmueble_Completo,3.0,5.0,1.0,50.0,Macarena,La_Palmilla_Doctor_Maranon,10.0
21422335,2018-05-25,155262264,Inmueble_Completo,0.0,7.0,1.0,72.0,Macarena,La_Palmilla_Doctor_Maranon,10.285714285714286
17956237,2017-08-14,49274905,Inmueble_Completo,1.0,5.0,1.0,50.0,Macarena,La_Palmilla_Doctor_Maranon,10.0
11993855,2017-08-14,64127007,Inmueble_Completo,3.0,5.0,2.0,39.0,Macarena,La_Palmilla_Doctor_Maranon,7.8
19517028,2017-08-14,110823918,Habitacion_Privada,2.0,2.0,1.0,18.0,Macarena,La_Palmilla_Doctor_Maranon,9.0
23443585,2018-05-05,17064375,Habitacion_Privada,1.0,2.0,2.0,24.0,Macarena,Poligono_Norte,12.0
15998346,2017-08-14,103983846,Inmueble_Completo,0.0,4.0,2.0,60.0,Macarena,Pio_Xii,15.0
4837205,2017-08-14,24896857,Habitacion_Privada,1.0,2.0,1.0,20.0,Macarena,Pio_Xii,10.0
13042063,2017-08-14,8219937,Inmueble_Completo,2.0,3.0,2.0,43.0,Macarena,Pio_Xii,14.333333333333334
1549216,2017-08-29,8253367,Habitacion_Privada,1.0,2.0,3.0,60.0,Macarena,Pio_Xii,30.0
6968736,2017-08-14,5766469,Habitacion_Privada,1.0,2.0,1.0,18.0,Macarena,Pio_Xii,9.0
1653261,2017-08-14,8253367,Habitacion_Privada,1.0,1.0,2.0,31.0,Macarena,Pio_Xii,31.0
24317741,2018-05-05,180952692,Habitacion_Privada,1.0,2.0,1.0,18.0,Macarena,Pio_Xii,9.0
15816520,2018-05-25,25431483,Habitacion_Privada,1.0,2.0,3.0,41.0,Macarena,Pio_Xii,20.5
2952014,2017-08-14,15069816,Inmueble_Completo,2.0,3.0,3.0,44.0,Macarena,Pio_Xii,14.666666666666666
21675015,2018-05-25,18784895,Habitacion_Privada,1.0,2.0,1.0,26.0,Macarena,Pio_Xii,13.0
17746438,2017-08-14,55932197,Inmueble_Completo,2.0,4.0,2.0,80.0,Macarena,Pio_Xii,20.0
22046233,2018-05-25,152682936,Habitacion_Privada,0.0,2.0,2.0,21.0,Macarena,El_Torrejon_El_Cerezo,10.5
21285728,2018-05-05,154006734,Inmueble_Completo,3.0,6.0,2.0,50.0,Macarena,El_Torrejon_El_Cerezo,8.333333333333334
9278438,2017-08-14,48183915,Habitacion_Privada,0.0,2.0,1.0,31.0,Macarena,El_Torrejon_El_Cerezo,15.5
12016142,2017-08-14,64282906,Habitacion_Privada,0.0,1.0,1.0,18.0,Macarena,El_Torrejon_El_Cerezo,18.0
23682545,2018-05-05,177358354,Habitacion_Privada,2.0,2.0,2.0,24.0,Macarena,El_Torrejon_El_Cerezo,12.0
16923308,2017-08-14,96059962,Inmueble_Completo,2.0,4.0,1.0,45.0,Macarena,El_Torrejon_El_Cerezo,11.25
18407306,2017-08-14,127220671,Habitacion_Privada,1.0,2.0,2.0,42.0,Macarena,El_Torrejon_El_Cerezo,21.0
1986678,2017-08-14,9143965,Inmueble_Completo,0.0,4.0,4.0,107.0,Macarena,El_Torrejon_El_Cerezo,26.75
23622488,2018-05-25,176744322,Habitacion_Compartida,1.0,2.0,1.0,14.0,Macarena,Los_Principes_La_Fontanilla,7.0
24124192,2018-05-25,181728104,Habitacion_Privada,3.0,3.0,1.0,30.0,Macarena,Los_Principes_La_Fontanilla,10.0
20629408,2017-08-28,147484407,Habitacion_Privada,1.0,1.0,1.0,21.0,Macarena,Los_Principes_La_Fontanilla,21.0
10833206,2017-08-14,48697012,Habitacion_Privada,1.0,2.0,1.0,35.0,Macarena,Los_Principes_La_Fontanilla,17.5
22873746,2018-05-25,147484407,Habitacion_Privada,1.0,1.0,1.0,21.0,Macarena,Los_Principes_La_Fontanilla,21.0
10377341,2017-08-14,47314173,Habitacion_Compartida,1.0,4.0,1.0,16.0,Macarena,Los_Principes_La_Fontanilla,4.0
12525302,2017-08-14,47314173,Inmueble_Completo,0.0,5.0,1.0,113.0,Macarena,Los_Principes_La_Fontanilla,22.6
23887365,2018-05-05,179501055,Habitacion_Privada,1.0,2.0,1.0,20.0,Macarena,Los_Principes_La_Fontanilla,10.0
15033310,2017-08-14,94939684,Habitacion_Privada,1.0,1.0,2.0,18.0,Macarena,Retiro_Obrero,18.0
23406184,2018-05-25,16195985,Habitacion_Privada,1.0,2.0,1.0,95.0,Macarena,Retiro_Obrero,47.5
18016465,2017-08-14,44248167,Inmueble_Completo,1.0,2.0,2.0,40.0,Macarena,Retiro_Obrero,20.0
13331829,2017-08-14,16604037,Inmueble_Completo,2.0,4.0,1.0,70.0,Macarena,Retiro_Obrero,17.5
8500299,2017-08-14,44248167,Inmueble_Completo,2.0,3.0,4.0,50.0,Macarena,Retiro_Obrero,16.666666666666668
13331980,2017-08-14,16604037,Habitacion_Privada,1.0,2.0,1.0,30.0,Macarena,Retiro_Obrero,15.0
13106968,2017-08-14,13553416,Inmueble_Completo,2.0,4.0,2.0,40.0,Macarena,La_Barzola,10.0
18865890,2017-08-14,131442661,Habitacion_Privada,1.0,1.0,1.0,15.0,Macarena,La_Barzola,15.0
222295,2017-08-14,1003481,Inmueble_Completo,2.0,2.0,1.0,48.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,24.0
108742,2017-08-14,562545,Inmueble_Completo,0.0,6.0,2.0,87.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,14.5
17902166,2017-08-14,21476638,Inmueble_Completo,3.0,4.0,2.0,39.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,9.75
12896537,2018-05-25,70621385,Inmueble_Completo,1.0,4.0,3.0,179.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,44.75
8505020,2017-08-14,19850005,Habitacion_Privada,0.0,2.0,3.0,31.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,15.5
8463394,2017-08-14,18310993,Inmueble_Completo,0.0,8.0,2.0,95.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,11.875
4522314,2017-08-14,23445495,Inmueble_Completo,0.0,2.0,1.0,76.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,38.0
4901726,2017-08-14,25232227,Inmueble_Completo,1.0,2.0,2.0,50.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,25.0
12528959,2017-08-14,56838814,Inmueble_Completo,2.0,4.0,3.0,83.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,20.75
887692,2017-08-14,4697283,Inmueble_Completo,1.0,2.0,2.0,60.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,30.0
17783645,2017-08-14,29223161,Inmueble_Completo,2.0,6.0,1.0,249.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,41.5
20693636,2017-08-29,145097661,Habitacion_Privada,1.0,4.0,1.0,30.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,7.5
17628539,2017-08-14,119883691,Habitacion_Privada,2.0,4.0,1.0,24.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,6.0
23558198,2018-05-25,176031808,Inmueble_Completo,3.0,5.0,2.0,237.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,47.4
11517260,2017-08-14,60695606,Habitacion_Privada,0.0,2.0,2.0,31.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,15.5
21311646,2018-05-25,104921927,Inmueble_Completo,2.0,4.0,1.0,77.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,19.25
24460130,2018-05-25,177853024,Inmueble_Completo,3.0,4.0,2.0,95.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,23.75
23803311,2018-05-25,14958822,Inmueble_Completo,3.0,4.0,2.0,66.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,16.5
17572020,2017-08-14,72503104,Inmueble_Completo,0.0,4.0,1.0,180.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,45.0
3003840,2017-08-14,15308248,Habitacion_Privada,2.0,1.0,1.0,30.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,30.0
725656,2017-08-14,670391,Inmueble_Completo,0.0,6.0,4.0,179.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,29.833333333333332
5837905,2017-08-14,30140412,Inmueble_Completo,0.0,4.0,2.0,83.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,20.75
7231250,2017-08-14,37861455,Habitacion_Privada,1.0,2.0,1.0,24.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,12.0
17318293,2017-08-14,116882021,Inmueble_Completo,3.0,5.0,2.0,60.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,12.0
20547924,2017-08-29,110341846,Habitacion_Privada,1.0,1.0,1.0,18.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,18.0
23753079,2018-05-25,80652283,Habitacion_Privada,2.0,2.0,2.0,42.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,21.0
37223,2017-08-14,160740,Habitacion_Privada,1.0,2.0,2.0,85.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,42.5
9008353,2017-08-14,45473192,Habitacion_Privada,1.0,1.0,5.0,18.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,18.0
17844004,2017-08-14,122062755,Inmueble_Completo,4.0,5.0,2.0,143.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,28.6
8574429,2017-08-14,28549881,Habitacion_Privada,1.0,1.0,3.0,25.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,25.0
20551258,2017-08-29,110341846,Habitacion_Privada,1.0,2.0,1.0,48.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,24.0
20067803,2017-08-14,110823918,Habitacion_Privada,1.0,1.0,1.0,15.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,15.0
23406173,2018-05-25,14258517,Inmueble_Completo,2.0,5.0,2.0,60.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,12.0
1017062,2017-08-14,909708,Habitacion_Privada,1.0,2.0,1.0,30.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,15.0
17974596,2017-08-29,123445532,Inmueble_Completo,2.0,5.0,1.0,100.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,20.0
1086292,2017-08-14,5936031,Habitacion_Privada,1.0,2.0,2.0,39.0,Macarena,Doctor_Barraquer_G_Renfe_Policlinico,19.5
3066026,2017-08-14,15604047,Inmueble_Completo,3.0,6.0,1.0,50.0,Macarena,Cisneo_Alto_Santa_Maria_De_Gracia,8.333333333333334
5963000,2017-08-14,3908345,Habitacion_Privada,0.0,2.0,1.0,42.0,Macarena,Cisneo_Alto_Santa_Maria_De_Gracia,21.0
18109141,2017-08-14,124744258,Habitacion_Privada,1.0,1.0,1.0,25.0,Macarena,Campos_De_Soria,25.0
18328766,2017-08-14,53082980,Habitacion_Privada,1.0,1.0,2.0,18.0,Macarena,Campos_De_Soria,18.0
21473790,2018-05-25,152032699,Inmueble_Completo,5.0,8.0,2.0,80.0,Macarena,Campos_De_Soria,10.0
11277024,2018-05-05,58061731,Inmueble_Completo,0.0,4.0,2.0,66.0,Macarena,Campos_De_Soria,16.5
24614336,2018-05-25,148640645,Habitacion_Privada,3.0,2.0,2.0,30.0,Macarena,Campos_De_Soria,15.0
14888936,2017-08-14,93401560,Habitacion_Privada,1.0,1.0,2.0,20.0,Macarena,Las_Avenidas,20.0
478017,2017-08-14,2367946,Habitacion_Privada,1.0,1.0,4.0,22.0,Macarena,Las_Avenidas,22.0
478396,2017-08-14,2367946,Habitacion_Privada,1.0,1.0,4.0,21.0,Macarena,Las_Avenidas,21.0
755070,2017-08-14,3767896,Inmueble_Completo,0.0,5.0,2.0,79.0,Macarena,Pino_Flores,15.8
8929713,2018-05-25,6157651,Habitacion_Privada,1.0,2.0,3.0,24.0,Macarena,Santa_Maria_De_Ordas_San_Nicolas,12.0
16528372,2017-08-14,41310938,Inmueble_Completo,3.0,6.0,2.0,64.0,Macarena,Santa_Maria_De_Ordas_San_Nicolas,10.666666666666666
7402202,2017-08-14,24896857,Habitacion_Privada,1.0,2.0,1.0,26.0,Macarena,Santa_Maria_De_Ordas_San_Nicolas,13.0
1122507,2017-08-29,6157651,Habitacion_Privada,1.0,1.0,3.0,24.0,Macarena,Santa_Maria_De_Ordas_San_Nicolas,24.0
833978,2017-08-14,3908345,Habitacion_Privada,0.0,3.0,1.0,60.0,Macarena,Santa_Maria_De_Ordas_San_Nicolas,20.0
12725407,2017-08-14,69189498,Habitacion_Privada,0.0,1.0,1.0,18.0,Macarena,Villegas,18.0
15447882,2017-08-14,69189498,Habitacion_Privada,0.0,2.0,1.0,27.0,Macarena,Villegas,13.5
23628190,2018-05-25,62274165,Habitacion_Privada,2.0,2.0,1.0,42.0,Macarena,Villegas,21.0
24249380,2018-05-25,182838688,Inmueble_Completo,4.0,4.0,1.0,42.0,Macarena,Villegas,10.5
19908746,2017-08-14,140988524,Habitacion_Privada,1.0,2.0,2.0,24.0,Macarena,Hermandades_La_Carrasca,12.0
23920723,2018-05-05,179592370,Habitacion_Privada,1.0,1.0,1.0,26.0,Macarena,Hermandades_La_Carrasca,26.0
18372328,2017-08-14,127220671,Habitacion_Privada,1.0,2.0,1.0,60.0,Macarena,Hermandades_La_Carrasca,30.0
17999578,2017-08-14,76516327,Habitacion_Privada,1.0,2.0,1.0,17.0,Macarena,Hermandades_La_Carrasca,8.5
17417356,2017-08-14,86741777,Inmueble_Completo,3.0,4.0,2.0,59.0,Macarena,Hermandades_La_Carrasca,14.75
21643921,2018-05-05,157515602,Habitacion_Privada,2.0,2.0,2.0,20.0,Macarena,Hermandades_La_Carrasca,10.0
18058520,2017-08-14,124297055,Inmueble_Completo,3.0,4.0,3.0,60.0,Macarena,Hermandades_La_Carrasca,15.0
21198656,2018-05-05,149565266,Habitacion_Privada,2.0,1.0,2.0,31.0,Macarena,Hermandades_La_Carrasca,31.0
23630478,2018-05-25,62274165,Habitacion_Privada,1.0,1.0,1.0,30.0,Macarena,Hermandades_La_Carrasca,30.0
23629923,2018-05-25,62274165,Inmueble_Completo,3.0,4.0,2.0,119.0,Macarena,Hermandades_La_Carrasca,29.75
22527699,2018-05-05,165413592,Habitacion_Privada,1.0,1.0,2.0,20.0,Macarena,Hermandades_La_Carrasca,20.0
10144763,2017-08-14,52064652,Inmueble_Completo,4.0,6.0,3.0,54.0,Macarena,Hermandades_La_Carrasca,9.0
23897950,2018-05-05,179592370,Habitacion_Privada,1.0,1.0,2.0,24.0,Macarena,Hermandades_La_Carrasca,24.0
24214274,2018-05-25,60359673,Habitacion_Privada,1.0,1.0,2.0,45.0,Macarena,La_Paz_Las_Golondrinas,45.0
477918,2017-08-14,2367946,Habitacion_Privada,1.0,1.0,4.0,22.0,Macarena,La_Paz_Las_Golondrinas,22.0
408801,2017-08-14,2035589,Inmueble_Completo,4.0,5.0,2.0,57.0,Macarena,La_Paz_Las_Golondrinas,11.4
1161162,2017-08-14,6361228,Habitacion_Privada,0.0,1.0,2.0,24.0,Macarena,Begona_Santa_Catalina,24.0
21322870,2018-05-05,53082980,Habitacion_Privada,0.0,1.0,2.0,20.0,Macarena,Begona_Santa_Catalina,20.0
18438208,2018-05-25,100614222,Habitacion_Privada,1.0,1.0,1.0,18.0,Macarena,Begona_Santa_Catalina,18.0
5362717,2017-08-14,27799672,Habitacion_Privada,0.0,2.0,1.0,46.0,Macarena,Begona_Santa_Catalina,23.0
19504070,2017-08-14,15233676,Inmueble_Completo,3.0,4.0,2.0,66.0,Macarena,Begona_Santa_Catalina,16.5
22161038,2018-05-25,129369306,Habitacion_Privada,2.0,2.0,2.0,31.0,Macarena,Begona_Santa_Catalina,15.5
15028539,2017-08-14,44412211,Habitacion_Privada,0.0,1.0,1.0,31.0,Macarena,Begona_Santa_Catalina,31.0
20023214,2018-05-25,142186320,Habitacion_Privada,1.0,2.0,2.0,35.0,Nervion,Huerta_Del_Pilar,17.5
11666300,2017-08-14,1391956,Inmueble_Completo,3.0,6.0,2.0,72.0,Nervion,Huerta_Del_Pilar,12.0
6529810,2017-08-14,3001517,Inmueble_Completo,2.0,4.0,2.0,65.0,Nervion,Huerta_Del_Pilar,16.25
17798249,2017-08-14,121621784,Inmueble_Completo,2.0,6.0,2.0,95.0,Nervion,Huerta_Del_Pilar,15.833333333333334
8945390,2017-08-14,22185403,Habitacion_Privada,1.0,2.0,1.0,40.0,Nervion,Huerta_Del_Pilar,20.0
24691301,2018-05-05,136963259,Habitacion_Privada,0.0,1.0,3.0,31.0,Nervion,Huerta_Del_Pilar,31.0
10872743,2017-08-14,1830043,Inmueble_Completo,3.0,6.0,2.0,103.0,Nervion,Huerta_Del_Pilar,17.166666666666668
21909569,2018-05-26,5527707,Inmueble_Completo,3.0,6.0,2.0,109.0,Nervion,Huerta_Del_Pilar,18.166666666666668
23959973,2018-05-25,106519340,Inmueble_Completo,0.0,2.0,4.0,102.0,Nervion,Huerta_Del_Pilar,51.0
23574407,2018-05-27,23065968,Inmueble_Completo,3.0,6.0,3.0,50.0,Nervion,Huerta_Del_Pilar,8.333333333333334
20532830,2017-08-29,3071720,Habitacion_Privada,1.0,2.0,1.0,49.0,Nervion,Huerta_Del_Pilar,24.5
17440545,2017-08-14,9015604,Habitacion_Privada,1.0,2.0,2.0,20.0,Nervion,Huerta_Del_Pilar,10.0
4273029,2017-08-14,22185403,Habitacion_Privada,1.0,1.0,1.0,40.0,Nervion,Huerta_Del_Pilar,40.0
2612352,2017-08-14,1379382,Inmueble_Completo,2.0,4.0,3.0,71.0,Nervion,San_Roque,17.75
11662416,2017-08-14,3034627,Inmueble_Completo,4.0,7.0,2.0,82.0,Nervion,San_Roque,11.714285714285714
4229739,2017-08-14,7663074,Inmueble_Completo,1.0,2.0,2.0,45.0,Nervion,San_Roque,22.5
17536661,2017-08-14,96580302,Inmueble_Completo,4.0,5.0,3.0,119.0,Nervion,San_Roque,23.8
8400601,2017-08-14,440620,Habitacion_Privada,1.0,2.0,3.0,36.0,Nervion,San_Roque,18.0
12858668,2017-08-14,3998085,Habitacion_Compartida,1.0,4.0,2.0,49.0,Nervion,San_Roque,12.25
17836053,2017-08-14,7589608,Habitacion_Privada,1.0,1.0,1.0,25.0,Nervion,San_Roque,25.0
20912821,2018-05-27,13553416,Inmueble_Completo,2.0,2.0,2.0,80.0,Nervion,San_Roque,40.0
13930077,2017-08-14,82772238,Inmueble_Completo,1.0,4.0,2.0,59.0,Nervion,San_Roque,14.75
